index,name,page_url,project_url,author,project,id
915,固定翼手抛机,https://oshwhub.com/jialc_fei/pefeifly_v2-0,https://pro.lceda.cn/editor#id=139ded7abd4145819d8b597e4761d66f,jialc_fei,pefeifly_v2-0,139ded7abd4145819d8b597e4761d66f
916,APM32F407VGT6开发板,https://oshwhub.com/2239778894xhh/apm32f407,https://pro.lceda.cn/editor#id=a243d58df21841b1aed349eafdae8d1b,2239778894xhh,apm32f407,a243d58df21841b1aed349eafdae8d1b
917,电磁铁——切极电路,https://oshwhub.com/benk.lv/dian-ci-tie-yong-qie-ji-dian-lu,https://pro.lceda.cn/editor#id=c864a89f53b14a84adb67accdc7d92be,benk.lv,dian-ci-tie-yong-qie-ji-dian-lu,c864a89f53b14a84adb67accdc7d92be
918,#第七届立创电赛#简易数字存储示波器示波器_MiniDSO,https://oshwhub.com/lcds/mini_dso,https://pro.lceda.cn/editor#id=228052cb4cf94da4a23f86212a25779a,lcds,mini_dso,228052cb4cf94da4a23f86212a25779a
919,蓝牙MWC飞控小四轴,https://oshwhub.com/zjn_tcl/lan-ya-MWCfei-kong-xiao-si-zhou,https://pro.lceda.cn/editor#id=251d1438323b41b6898cee92b12165a7,zjn_tcl,lan-ya-MWCfei-kong-xiao-si-zhou,251d1438323b41b6898cee92b12165a7
920,ESP32开发板v1,https://oshwhub.com/xiaozyh/ESP32kai-fa-ban-v1,https://pro.lceda.cn/editor#id=4c7bc114ed1c41e59be2d050c1375824,xiaozyh,ESP32kai-fa-ban-v1,4c7bc114ed1c41e59be2d050c1375824
921,KitKat SlimeVR PCB,https://oshwhub.com/oyan/e339d1c335434328bd4569701cfb1156,https://pro.lceda.cn/editor#id=1ba696ceb6cb43478e7fad5676916668,oyan,e339d1c335434328bd4569701cfb1156,1ba696ceb6cb43478e7fad5676916668
922,#第七届立创电赛#小功率计,https://oshwhub.com/shazip/x-glq,https://pro.lceda.cn/editor#id=3273116b4a6e47819ac29a133f7479db,shazip,x-glq,3273116b4a6e47819ac29a133f7479db
923,#第七届立创电赛#带电压电流检测的可调升压模组,https://oshwhub.com/rc6220/dc-dc-n32,https://pro.lceda.cn/editor#id=dc277415510c4a7c92b1dfd63f44cddb,rc6220,dc-dc-n32,dc277415510c4a7c92b1dfd63f44cddb
924,SY8368DC-DC降压模块,https://oshwhub.com/yyy2363/sy8368-dc-dc,https://pro.lceda.cn/editor#id=d57232bc220d466288a97cbae5a0ceb5,yyy2363,sy8368-dc-dc,d57232bc220d466288a97cbae5a0ceb5
925,迷你USB转UART,https://oshwhub.com/kurashizu/mi-ni-USBzhuai-UART,https://pro.lceda.cn/editor#id=a6fc6d98f69c45afb77419ea271b4ff0,kurashizu,mi-ni-USBzhuai-UART,a6fc6d98f69c45afb77419ea271b4ff0
926,【开源】ElectronBot_servodrive,https://oshwhub.com/wang007/electronbot_servodrive,https://pro.lceda.cn/editor#id=fe0571a6b2cc46328398bcc0302dadb4,wang007,electronbot_servodrive,fe0571a6b2cc46328398bcc0302dadb4
927,#第七届立创电赛#智能门锁核心板,https://oshwhub.com/dragon_monster/zhi-neng-m,https://pro.lceda.cn/editor#id=067f45f84c474fa28f6a7c1aaf5db8c2,dragon_monster,zhi-neng-m,067f45f84c474fa28f6a7c1aaf5db8c2
928,pc扩展vl822+fe2.1+rtl8153(全验证完毕),https://oshwhub.com/gamefunc/pcexttt,https://pro.lceda.cn/editor#id=8ae09c9b107342a8a52cace06771267e,gamefunc,pcexttt,8ae09c9b107342a8a52cace06771267e
929,SGM6232_buck  5v降压模块,https://oshwhub.com/happyhu911/SGM6232_DCDCxiang-ya-mu-kuai,https://pro.lceda.cn/editor#id=922e154c47ea47cabe1588de7147daa8,happyhu911,SGM6232_DCDCxiang-ya-mu-kuai,922e154c47ea47cabe1588de7147daa8
930,CH341A编程器，支持5V,3.3V.1.8V电压切换,https://oshwhub.com/biannually/CH341Abian-cheng-qi-zhi-chi-5V-3,https://pro.lceda.cn/editor#id=2f22ab0511314376a8c1e2aa7c4668c2,biannually,CH341Abian-cheng-qi-zhi-chi-5V-3,2f22ab0511314376a8c1e2aa7c4668c2
931,GL823K主控读卡器支持EMMC,https://oshwhub.com/biannually/GL823Kzhu-kong-du-ka-qi-zhi-chi-,https://pro.lceda.cn/editor#id=6e0937d6ce7140cea7f917e57a792858,biannually,GL823Kzhu-kong-du-ka-qi-zhi-chi-,6e0937d6ce7140cea7f917e57a792858
932,#第七届立创电赛#USB电流计,https://oshwhub.com/xiaoxiaolm/usb-dian-l,https://pro.lceda.cn/editor#id=d15ca83a5a8c4b4d934089ccf865441a,xiaoxiaolm,usb-dian-l,d15ca83a5a8c4b4d934089ccf865441a
933,#第七届立创电赛#USB电流表,https://oshwhub.com/chengchet/usb-dian-l,https://pro.lceda.cn/editor#id=994f5ea12dc34286bf5f0756e959faf0,chengchet,usb-dian-l,994f5ea12dc34286bf5f0756e959faf0
934,BM3451-5串锂电池均衡保护,https://oshwhub.com/teslatony/bm3451-5s,https://pro.lceda.cn/editor#id=f491cd7493b44389b3b86c0ee4795270,teslatony,bm3451-5s,f491cd7493b44389b3b86c0ee4795270
935,#第七届立创电赛#姿态显示+二维云台控制,https://oshwhub.com/19872029175zwz/zi-tai-xia,https://pro.lceda.cn/editor#id=795d0c991cb640fa9e9d0ae4bce5baf6,19872029175zwz,zi-tai-xia,795d0c991cb640fa9e9d0ae4bce5baf6
936,低成本的蓝牙扫码支付模块,https://oshwhub.com/che180/di-cheng-ben-de-lan-ya-sao-ma-zh,https://pro.lceda.cn/editor#id=c93df86314904bc8a0ef37499a88637f,che180,di-cheng-ben-de-lan-ya-sao-ma-zh,c93df86314904bc8a0ef37499a88637f,
937,Cube-436_迷你示波器,https://oshwhub.com/an_ye/cube-436_-bian-xie-shi-bo-qi,https://pro.lceda.cn/editor#id=6e6172f173c44f55a4d9aad02ea8f09f,an_ye,cube-436_-bian-xie-shi-bo-qi,6e6172f173c44f55a4d9aad02ea8f09f
938,ESP8266-仿数码管时钟,https://oshwhub.com/bluetea/ESP8266-fang-shuo-ma-guan-shi-zh,https://pro.lceda.cn/editor#id=34e39b472e0548fdaaf34722c30d3ede,bluetea,ESP8266-fang-shuo-ma-guan-shi-zh,34e39b472e0548fdaaf34722c30d3ede
939,【TINY-PMU】AXP173 超迷你的电源管理模块~,https://oshwhub.com/eedadada/tiny-pmu-axp173,https://pro.lceda.cn/editor#id=d928d09f100f4be39b5d04ed39a20bdc,eedadada,tiny-pmu-axp173,d928d09f100f4be39b5d04ed39a20bdc
940,Cube-442_USB网卡,https://oshwhub.com/an_ye/cubr-442_usb-wang-ka,https://pro.lceda.cn/editor#id=8874bac1b2f241b78c0760e2dfe62d54,an_ye,cubr-442_usb-wang-ka,8874bac1b2f241b78c0760e2dfe62d54
941,RY3730 恒流驱动LED灯,https://oshwhub.com/fanhuacloud/led_2835,https://pro.lceda.cn/editor#id=51ea068cbe7a40af8884c61f9bf35481,fanhuacloud,led_2835,51ea068cbe7a40af8884c61f9bf35481
942,ov2640_,https://oshwhub.com/fewrf/ov2640_,https://pro.lceda.cn/editor#id=e5685e4a39ff459b90ffb557cac0fa81,fewrf,ov2640_,e5685e4a39ff459b90ffb557cac0fa81
943,OLED智能手表,https://oshwhub.com/xiongjiaxiao/OLEDzhi-neng-shou-biao,https://pro.lceda.cn/editor#id=c19b8255b332493d8c1c9005fa19ea4a,xiongjiaxiao,OLEDzhi-neng-shou-biao,c19b8255b332493d8c1c9005fa19ea4a
944,智能 手表-puls版本,https://oshwhub.com/xiongjiaxiao/shou-biao-puls-ban-ben,https://pro.lceda.cn/editor#id=9a6d5f689bc242a581f15fff1453c78e,xiongjiaxiao,shou-biao-puls-ban-ben,9a6d5f689bc242a581f15fff1453c78e
945,【星火计划】最丐加热台,https://oshwhub.com/yANgZEN/ef24d2e7377849cc8aabbc5d89d0fd48,https://pro.lceda.cn/editor#id=e4956a7e9b7b4270970d14c2139ab4ce,yANgZEN,ef24d2e7377849cc8aabbc5d89d0fd48,e4956a7e9b7b4270970d14c2139ab4ce
946,2X100W音箱功放TDA8920BJ,https://oshwhub.com/dingcheng/tda8920bj-gong-fang-ban,https://pro.lceda.cn/editor#id=25200d76977f4531905e2eaeea53a208,dingcheng,tda8920bj-gong-fang-ban,25200d76977f4531905e2eaeea53a208
947,STC32G12K128K开发板,https://oshwhub.com/gbn2333/stc32g12k128k-kai-fa-ban,https://pro.lceda.cn/editor#id=1a39723d924a4c8ca7b1e38e06ff3e8a,gbn2333,stc32g12k128k-kai-fa-ban,1a39723d924a4c8ca7b1e38e06ff3e8a
948,基于arduino的数码管万年历,https://oshwhub.com/huowu/wan-nian-li-_2022-07-28,https://pro.lceda.cn/editor#id=47d84bf744324ec9ac2cde671216b93b,huowu,wan-nian-li-_2022-07-28,47d84bf744324ec9ac2cde671216b93b
949,12V适配器升降压数显电源模块,https://oshwhub.com/chaunceyliu/12vin_boost12-35v-buck5-12v,https://pro.lceda.cn/editor#id=d78061604ca247409e039714f1f56824,chaunceyliu,12vin_boost12-35v-buck5-12v,d78061604ca247409e039714f1f56824
950,小汐 -> 离线语音智能小球灯,https://oshwhub.com/yanranxiaoxi/Offline-Voice-Control-Smart-Ball-Light,https://pro.lceda.cn/editor#id=133e8e589f8d4ce095aac85cc85cc81f,yanranxiaoxi,Offline-Voice-Control-Smart-Ball-Light,133e8e589f8d4ce095aac85cc85cc81f
951,PCB智能加热台_V2,https://oshwhub.com/xiaozyh/PCBzhi-neng-jia-re-tai-_V2,https://pro.lceda.cn/editor#id=6542d58743ca4cac85310a829376cc1e,xiaozyh,PCBzhi-neng-jia-re-tai-_V2,6542d58743ca4cac85310a829376cc1e
952,PCB WIFI定向天线,https://oshwhub.com/dingcheng/pcbwifi-ding-xiang-tian-xian,https://pro.lceda.cn/editor#id=12e249d08a9c43738546f38d40461e52,dingcheng,pcbwifi-ding-xiang-tian-xian,12e249d08a9c43738546f38d40461e52
953,【CW32】飞碟车  基于CW32的蓝牙无刷遥控车,https://oshwhub.com/legend-tech/ufo-vehicle,https://pro.lceda.cn/editor#id=dbb6f729f92a4895bea54a8a6a0fd568,legend-tech,ufo-vehicle,dbb6f729f92a4895bea54a8a6a0fd568
954,DisPlay,https://oshwhub.com/leannn/D0IV1JosLJSk4pbjqsTowlDQUOFQPWPc,https://pro.lceda.cn/editor#id=55a79a8b163645d0b6517bea55fcbb4e,leannn,D0IV1JosLJSk4pbjqsTowlDQUOFQPWPc,55a79a8b163645d0b6517bea55fcbb4e
955,ESP32天气站StationV2,https://oshwhub.com/leannn/ESP32xiao-dian-shi-StationV2,https://pro.lceda.cn/editor#id=6024e579d84747d89f7d9b55aac4cc95,leannn,ESP32xiao-dian-shi-StationV2,6024e579d84747d89f7d9b55aac4cc95
956,【训练营】背着“火箭炮”的狗子,https://oshwhub.com/hiahia1979/ke-neng-shi-tiao-gou,https://pro.lceda.cn/editor#id=a7674f9f995647dcab5cfc7ea05f01ed,hiahia1979,ke-neng-shi-tiao-gou,a7674f9f995647dcab5cfc7ea05f01ed
957,【训练营】hidog 12自由度四足机器人 - 暗夜小精灵,https://oshwhub.com/xianling/hidog,https://pro.lceda.cn/editor#id=2798e1872c73430ebc9761368b159930,xianling,hidog,2798e1872c73430ebc9761368b159930
958,STM32F103C8T6开发板PRO,https://oshwhub.com/Gbn2333/ebf73167bbb649a2926d67bc7b532db7,https://pro.lceda.cn/editor#id=71a40ed4f3214a1a936884bf016610c2,Gbn2333,ebf73167bbb649a2926d67bc7b532db7,71a40ed4f3214a1a936884bf016610c2
959,TimerV2,https://oshwhub.com/lingex/timerv2,https://pro.lceda.cn/editor#id=c7d5219947564f07b6fa2753c3819ba2,lingex,timerv2,c7d5219947564f07b6fa2753c3819ba2
960,自适应4A锂电池充电器CN3791 MPPT太阳能电池板充电器大功率充电板模块,https://oshwhub.com/qq946333519/cn3791-mppt-tai-yang-nen-dian-chi-ban-chong-dian-qi-li-dian-chi-chong-dian-ban-mo-kuai-1,https://pro.lceda.cn/editor#id=7af7ca278dbb4a6b80592bb6ac21e0f3,qq946333519,cn3791-mppt-tai-yang-nen-dian-chi-ban-chong-dian-qi-li-dian-chi-chong-dian-ban-mo-kuai-1,7af7ca278dbb4a6b80592bb6ac21e0f3
961,CocoPI,https://oshwhub.com/linkk/yfaRSYKOSPNxSv4FkzHecddCCK5bDEta,https://pro.lceda.cn/editor#id=f0e3a9fa76304dcebdf6b66600dd19f0,linkk,yfaRSYKOSPNxSv4FkzHecddCCK5bDEta,f0e3a9fa76304dcebdf6b66600dd19f0
962,幸运转盘抽奖DIY制作电子555制作,https://oshwhub.com/qq946333519/diy-chou-jiang-1,https://pro.lceda.cn/editor#id=5cddb1af205a4d87a81525114a5e4e77,qq946333519,diy-chou-jiang-1,5cddb1af205a4d87a81525114a5e4e77
963,降压-单转双电源板,https://oshwhub.com/z_star/xiang-ya-dan-zhuai-shuang-dian-y,https://pro.lceda.cn/editor#id=88730dd2bd564ae3960b4c33662e0a52,z_star,xiang-ya-dan-zhuai-shuang-dian-y,88730dd2bd564ae3960b4c33662e0a52
964,培小薇款时钟音乐播放器,https://oshwhub.com/mike0/zhao-sheng-esp32,https://pro.lceda.cn/editor#id=f1f9e1a94cb2430a9ecbe576d7abd1c1,mike0,zhao-sheng-esp32,f1f9e1a94cb2430a9ecbe576d7abd1c1
965,Yuzuki LOHCC HDMI 环出采集卡,https://oshwhub.com/100askteam/yuzuki-lohcc-hdmi-huan-chu-cai-ji-ka,https://pro.lceda.cn/editor#id=ccf1f1e73769490fa2bd022dc70570ac,100askteam,yuzuki-lohcc-hdmi-huan-chu-cai-ji-ka,ccf1f1e73769490fa2bd022dc70570ac
966,PingFOCer,https://oshwhub.com/hbozyq/PingFOCer,https://pro.lceda.cn/editor#id=af9ede1f19914982946486cd46a58c08,hbozyq,PingFOCer,af9ede1f19914982946486cd46a58c08
967,[已验证]FPGA+STM32开发板,https://oshwhub.com/Eltecz/3XVkexhTBRoj8C1ELiqF88x70R0OtIWs,https://pro.lceda.cn/editor#id=ba674c5ca8f74fd78ba595442dbdfae2,Eltecz,3XVkexhTBRoj8C1ELiqF88x70R0OtIWs,ba674c5ca8f74fd78ba595442dbdfae2
968,8266胡桃摇控制板-带18650电池座,https://oshwhub.com/jie326513988/8266-hu-tao-yao-kong-zhi-ban-2,https://pro.lceda.cn/editor#id=615993e9c93a4c60aafc28fb90e5b33e,jie326513988,8266-hu-tao-yao-kong-zhi-ban-2,615993e9c93a4c60aafc28fb90e5b33e
969,UV深紫外LED 18650电池座版本,https://oshwhub.com/jie326513988/uv-ledv1-31,https://pro.lceda.cn/editor#id=2a36a2a2d28b4913be1fecdf6ec58a88,jie326513988,uv-ledv1-31,2a36a2a2d28b4913be1fecdf6ec58a88
970,【训练营】机械手臂,https://oshwhub.com/zhihuixiong/shou-xie-shi-zhong,https://pro.lceda.cn/editor#id=176ac41a41f349dfbcc629c8295a1570,zhihuixiong,shou-xie-shi-zhong,176ac41a41f349dfbcc629c8295a1570
971,ch343g串口通信四电平版,https://oshwhub.com/kurokiromoko/ch343,https://pro.lceda.cn/editor#id=75035dffd09f423e966307062a8a4a1f,kurokiromoko,ch343,75035dffd09f423e966307062a8a4a1f
972,【训练营】荧光小贱钟,https://oshwhub.com/dddddyyyyy/xiao-jian-zhongor-gou-tui-zi,https://pro.lceda.cn/editor#id=8014d82e832348b493e3ed5c4b267d92,dddddyyyyy,xiao-jian-zhongor-gou-tui-zi,8014d82e832348b493e3ed5c4b267d92
973,【训练营】四条脚的狗子,https://oshwhub.com/ybchen2005/si-tiao-jiao-di-gou-zi,https://pro.lceda.cn/editor#id=c4921665e756472faca9d438b2c9e208,ybchen2005,si-tiao-jiao-di-gou-zi,c4921665e756472faca9d438b2c9e208
974,半导体冰箱温控板,https://oshwhub.com/dingcheng/51-ban-dao-ti-bing-xiang-wen-kong-ban,https://pro.lceda.cn/editor#id=17b114a7943540e2b3ca885e293795af,dingcheng,51-ban-dao-ti-bing-xiang-wen-kong-ban,17b114a7943540e2b3ca885e293795af
975,[成本10元以内] 可自由设定 单键/组合键 映射的键盘,https://oshwhub.com/kurashizu/51-jian-pan,https://pro.lceda.cn/editor#id=8d37492964714fbf914d2b6f8f16588f,kurashizu,51-jian-pan,8d37492964714fbf914d2b6f8f16588f
976,16位 1MHz 同步采样ADC芯片ADS8329,https://oshwhub.com/yang9536/ads8329,https://pro.lceda.cn/editor#id=226b2d64ffe24cb9b4ea91c6522e11b1,yang9536,ads8329,226b2d64ffe24cb9b4ea91c6522e11b1
977,自制RGB彩色数码管,https://oshwhub.com/Corebb/abdadf792a8f4d7687130fb9be3199c8,https://pro.lceda.cn/editor#id=b7726e676f27406287a0d56a248672d1,Corebb,abdadf792a8f4d7687130fb9be3199c8,b7726e676f27406287a0d56a248672d1
978,基于 D1s 的带屏旁路由 Yuzuki RV Router,https://oshwhub.com/100askteam/yuzuki-rv-router,https://pro.lceda.cn/editor#id=fa4b738c16ab43d0beabeb2fb9b6ac96,100askteam,yuzuki-rv-router,fa4b738c16ab43d0beabeb2fb9b6ac96
979,【 STM32】F103C6T6A 开发板,https://oshwhub.com/aris.95/stm32f103,https://pro.lceda.cn/editor#id=d96e642467bc4c8c9c175f1bba3fbafe,aris.95,stm32f103,d96e642467bc4c8c9c175f1bba3fbafe
980,Max98357AETE立体声验证板,https://oshwhub.com/shepiguai_eda/esp32_ble_audio,https://pro.lceda.cn/editor#id=8242fb5c604d4c1fa288f2e603626c11,shepiguai_eda,esp32_ble_audio,8242fb5c604d4c1fa288f2e603626c11
981,R11 86Panel,https://oshwhub.com/100askteam/r11_86panel,https://pro.lceda.cn/editor#id=10b8566f99174ef5bc0a12decbe5280e,100askteam,r11_86panel,10b8566f99174ef5bc0a12decbe5280e
982,STM32G0B1RET6核心板（专业版）,https://oshwhub.com/Aknice/55da9146fe0341a988135818b47e9adf,https://pro.lceda.cn/editor#id=4b1bf32f487641dea724463529b92032,Aknice,55da9146fe0341a988135818b47e9adf,4b1bf32f487641dea724463529b92032
983,基于SL2.1A  USB一拖四集线器（已验证）,https://oshwhub.com/li31951/usb-ji-xian-qi,https://pro.lceda.cn/editor#id=4a4172eebbc34b55a5a0dc911254bbd3,li31951,usb-ji-xian-qi,4a4172eebbc34b55a5a0dc911254bbd3
984,基于GL823K的高颜值读卡器！,https://oshwhub.com/centurycarrot/du-ka-qi,https://pro.lceda.cn/editor#id=0d8594b29a40440cbf3ad26a41d2c0a6,centurycarrot,du-ka-qi,0d8594b29a40440cbf3ad26a41d2c0a6
985,PT-Clock 创意时钟,https://oshwhub.com/illusionyear/f52826dd12d64fe68b5ed2b04655751a,https://pro.lceda.cn/editor#id=d76d951824fb4a5986d02362b07c310a,illusionyear,f52826dd12d64fe68b5ed2b04655751a,d76d951824fb4a5986d02362b07c310a
986,8通道24MHz的逻辑分析仪,https://oshwhub.com/tang1999/luo-ji-fen-xi-yi,https://pro.lceda.cn/editor#id=144132ba6944457ab9e84770b4f20387,tang1999,luo-ji-fen-xi-yi,144132ba6944457ab9e84770b4f20387
987,AB-AUDIO-PA,https://oshwhub.com/sseeker/GcloLxPUkHJIazlJeuPxZ640SHi9AX8O,https://pro.lceda.cn/editor#id=9758b8d106b74ee5a18d13339864da32,sseeker,GcloLxPUkHJIazlJeuPxZ640SHi9AX8O,9758b8d106b74ee5a18d13339864da32
988,【全志在线 x YuzukiHD】哪吒 D1s 开发板,https://oshwhub.com/100askteam/34e1fe88b79f49b891df150db9c34cc4,https://pro.lceda.cn/editor#id=5133835294354c21ad5657691270ef3c,100askteam,34e1fe88b79f49b891df150db9c34cc4,5133835294354c21ad5657691270ef3c
989,TypeC+A 65W DCDC变换器,https://oshwhub.com/bestdesign/typec-a-65w-dcdc-bian-huan-qi,https://pro.lceda.cn/editor#id=707f8db25c83443ab246079023704967,bestdesign,typec-a-65w-dcdc-bian-huan-qi,707f8db25c83443ab246079023704967
990,XF2485模块SMT,https://oshwhub.com/liubinkaixin/xf2485-module,https://pro.lceda.cn/editor#id=3375058e5ce247afbbcccdc5aea70e93,liubinkaixin,xf2485-module,3375058e5ce247afbbcccdc5aea70e93
991,GD32E230C8T6自用开发板,https://oshwhub.com/fanhuacloud/gd32e230c8t6_demo,https://pro.lceda.cn/editor#id=00ea9a7e5f9b45db80326be8abaef20d,fanhuacloud,gd32e230c8t6_demo,00ea9a7e5f9b45db80326be8abaef20d
992,ESP32-S3 3.5''屏幕驱动板,https://oshwhub.com/FanHuaCloud/e5f8d27af6074286827da12118f4c933,https://pro.lceda.cn/editor#id=3048d4f25ee343acba5d3bd9168bd5e7,FanHuaCloud,e5f8d27af6074286827da12118f4c933,3048d4f25ee343acba5d3bd9168bd5e7
993,【CW32】无刷电机驱动器解压旋钮[CW32],https://oshwhub.com/toyou/wu-shua-dian-ji-qu-dong-qi-cw32,https://pro.lceda.cn/editor#id=b577ead9ecce4405b26bbe18781c3770,toyou,wu-shua-dian-ji-qu-dong-qi-cw32,b577ead9ecce4405b26bbe18781c3770
994,ESP32-C3裸芯片开发板,https://oshwhub.com/fanhuacloud/c3-luo-ban,https://pro.lceda.cn/editor#id=4e2342edc0684f8eb019cf2d5dbc993f,fanhuacloud,c3-luo-ban,4e2342edc0684f8eb019cf2d5dbc993f
995,超级电机-音乐步进电机,https://oshwhub.com/zheng0627/chao-ji-dian-ji,https://pro.lceda.cn/editor#id=2646b7080fdb4b99bd9ec2dd4a7b01e0,zheng0627,chao-ji-dian-ji,2646b7080fdb4b99bd9ec2dd4a7b01e0
996,万能红外遥控器,https://oshwhub.com/ytl001/wan-nen-hong-wai-yao-kong-qi,https://pro.lceda.cn/editor#id=57d3733fd49e45cda9a5934ce9f93269,ytl001,wan-nen-hong-wai-yao-kong-qi,57d3733fd49e45cda9a5934ce9f93269
997,STC12简单学习板,https://oshwhub.com/flomen/stc12-jian-dan-xue-xi-ban,https://pro.lceda.cn/editor#id=de5b0e6c38744a489590dd15cd3608ab,flomen,stc12-jian-dan-xue-xi-ban,de5b0e6c38744a489590dd15cd3608ab
998,功率驱动转接板,https://oshwhub.com/bing1z5x/qu-dong-wai-jie-ban,https://pro.lceda.cn/editor#id=72657e055191490d8659be9a96186dfa,bing1z5x,qu-dong-wai-jie-ban,72657e055191490d8659be9a96186dfa
999,点锡膏机2,https://oshwhub.com/spawm/74c8e16fb2c44bb5b0078d5376445849,https://pro.lceda.cn/editor#id=7a4a8bd2e0ee4fd3b4b65ab1df4b3071,spawm,74c8e16fb2c44bb5b0078d5376445849,7a4a8bd2e0ee4fd3b4b65ab1df4b3071
1000,全志V3X集成Rtl8723bs,https://oshwhub.com/tuke/quan-zhi-v3x,https://pro.lceda.cn/editor#id=6ddbcc98344d4ff992fd4eb032fe8e5b,tuke,quan-zhi-v3x,6ddbcc98344d4ff992fd4eb032fe8e5b
1001,Pic-o_Link_2x4P,https://oshwhub.com/Wander_er/891fe1d235694ef7afe684f5a2f05b73,https://pro.lceda.cn/editor#id=a17bd24805a54f6cb9a6b6beafb689ea,Wander_er,891fe1d235694ef7afe684f5a2f05b73,a17bd24805a54f6cb9a6b6beafb689ea
1002,基于ESP32-S3R8的屏幕验证板,https://oshwhub.com/maomaolan/esp32-s3-screen,https://pro.lceda.cn/editor#id=9ffd4ed2c4a549c8a4c614ec5fd96aa2,maomaolan,esp32-s3-screen,9ffd4ed2c4a549c8a4c614ec5fd96aa2
1003,CMSIS-DAP/JLINK,https://oshwhub.com/taotieren/cmsis-dap-jlink,https://pro.lceda.cn/editor#id=ffc28514dc5b4a8d94637f45496dbf3b,taotieren,cmsis-dap-jlink,ffc28514dc5b4a8d94637f45496dbf3b
1004,HUB-sl2.1a、usb拓展坞,https://oshwhub.com/simpler/hub-sl2-1a,https://pro.lceda.cn/editor#id=5f65b3d867054e2da28c45d9df62b03e,simpler,hub-sl2-1a,5f65b3d867054e2da28c45d9df62b03e
1005,【电源】XL4005 -5A大电流输出,https://oshwhub.com/q508/ra-mi-ni-zhi-wu-ji,https://pro.lceda.cn/editor#id=8bfa5a27eeaf44709e94257f66d6daa3,q508,ra-mi-ni-zhi-wu-ji,8bfa5a27eeaf44709e94257f66d6daa3
1006,0.87寸oled14pin驱动板(可兼容志鑫1.3元屏幕),https://oshwhub.com/maxf/0-87-zhi-xin,https://pro.lceda.cn/editor#id=3921b6f7f99541b29234e77a495bb2a8,maxf,0-87-zhi-xin,3921b6f7f99541b29234e77a495bb2a8
1007,基于瑞萨R7FA2L1AB2DFL的OLED显示图片,https://oshwhub.com/sss_nothing/ji-yu-rui-sa-r7fa2e1a72dfl-de-oled-xian-shi-tu-pian,https://pro.lceda.cn/editor#id=e1b57f9522844ad79d0a3a4064200871,sss_nothing,ji-yu-rui-sa-r7fa2e1a72dfl-de-oled-xian-shi-tu-pian,e1b57f9522844ad79d0a3a4064200871
1008,Simple-FOC-V1.0,https://oshwhub.com/hadyn/simple-foc-v1-0,https://pro.lceda.cn/editor#id=6b128b10e1914ebd89785b3683924d95,hadyn,simple-foc-v1-0,6b128b10e1914ebd89785b3683924d95
1009,SY8008超小降压模块,https://oshwhub.com/gyss1204/SY8008chao-xiao-xiang-ya-mu-kuai,https://pro.lceda.cn/editor#id=b7acdad707c54d609424fb298830f518,gyss1204,SY8008chao-xiao-xiang-ya-mu-kuai,b7acdad707c54d609424fb298830f518
1010,RUSA_TEST,https://oshwhub.com/huangliguo/rusa_test,https://pro.lceda.cn/editor#id=dbf8e08200224bd78e0e92ecfcce2834,huangliguo,rusa_test,dbf8e08200224bd78e0e92ecfcce2834
1011,家庭农场,https://oshwhub.com/SOEST/e16982b6be894137aa7e18a8152e3f8a,https://pro.lceda.cn/editor#id=0a69c8d43bf242e7832d44bd4f6d3b51,SOEST,e16982b6be894137aa7e18a8152e3f8a,0a69c8d43bf242e7832d44bd4f6d3b51
1012,ruishaMCU,https://oshwhub.com/hc_king/ruishamcu,https://pro.lceda.cn/editor#id=1053244740cc4e2f9047acce1c5af77c,hc_king,ruishamcu,1053244740cc4e2f9047acce1c5af77c
1013,2.66墨水屏温湿度时钟外壳工程,https://oshwhub.com/sakading/2-66-wai-ke,https://pro.lceda.cn/editor#id=86d1548aef1e44cabc8bb2366005977f,sakading,2-66-wai-ke,86d1548aef1e44cabc8bb2366005977f
1014,一起来做一只罗小黑吧,https://oshwhub.com/maxf/yi-qi-lai-zuo-yi-zhi-luo-xiao-he,https://pro.lceda.cn/editor#id=945e9dae844a4a34bd8ff01a1d5aab0b,maxf,yi-qi-lai-zuo-yi-zhi-luo-xiao-he,945e9dae844a4a34bd8ff01a1d5aab0b
1015,万能的相机快门控制器,https://oshwhub.com/Corebb/yCdwgFEtH4CrWUZQFJVETb0TveCsmDTN,https://pro.lceda.cn/editor#id=0290e053563045a3b85a88f79ea341d5,Corebb,yCdwgFEtH4CrWUZQFJVETb0TveCsmDTN,0290e053563045a3b85a88f79ea341d5
1016,SL2.2S和FE1.1S HUB,https://oshwhub.com/clchina/USB2-tuo-zhan-V1-1,https://pro.lceda.cn/editor#id=dccb239ad59d4e9192025d6ee9834899,clchina,USB2-tuo-zhan-V1-1,dccb239ad59d4e9192025d6ee9834899
1017,Orz_STM,https://oshwhub.com/Orz_Org/Orz_STM,https://pro.lceda.cn/editor#id=385c874bd1ca4203b3a360cb8028bc32,Orz_Org,Orz_STM,385c874bd1ca4203b3a360cb8028bc32
1018,基于合宙AIR103主控的加热台,https://oshwhub.com/Tang1999/274f58c50e894ef0a3a4f0a76a049300,https://pro.lceda.cn/editor#id=899a7ba20f194e889453da65323e1698,Tang1999,274f58c50e894ef0a3a4f0a76a049300,899a7ba20f194e889453da65323e1698
